lead_id,company_name,industry_code,industry_name,lead_source,product_interest,inquiry_text,office_country,created_at,last_contacted_at,company_size,annual_revenue,lead_score,pages_viewed,requested_demo,sales_notes,constant_source,converted
51437,Nova Group,TRVL,Travel,LinkedIn,Customer data platform,Wants a demo focused on lead scoring and integration options,Italy,2023-02-11,2023-05-08,118,5781789.2,86.9,8,0,NA,crm_export,1
51438,Acme Solutions,MEDIA,Media,Cold email,CRM integration,Wants a demo focused on compliance and integration options,Italy,2025-04-05,2025-10-17,20,6816411.46,83.7,4,1,,crm_export,0
51439,Acme Analytics,TRVL,Travel,Referral,Analytics platform,"Procurement requested details about lead scoring, pricing, and security",Brasil,2025-05-15,2025-11-02,217,10037127.69,73.2,6,0,,crm_export,0
51440,Nimbus Systems,RETL,Retail,Referral,Customer data platform,Needs help replacing legacy BI tool with customer data platform,Italia,2023-09-25,2023-01-06,46,13360763.42,66.5,2,0,,crm_export,0
51441,Nova Analytics,MFG,Manufacturing,Cold email,Analytics platform,Looking for analytics platform for a marketing team before Q2,Canada,2021-09-05,2021-10-20,73,2643173.01,89.7,5,1,,crm_export,1
51442,Vertex Systems,RETL,Retail,Conference,CRM integration,Needs help replacing legacy spreadsheet with crm integration,India,2023-08-10,2023-12-08,583,5785745.1,67.4,7,0,,crm_export,1
51443,Summit Labs,MEDIA,Media,LinkedIn,Data warehouse,Wants a demo focused on reporting and integration options,Deutschland,2021-02-13,2021-11-28,74,6843200.08,49.5,6,0,needs security review,crm_export,1
51444,Summit Solutions,FIN,Finanace,Paid search,Customer data platform,"Procurement requested details about forecasting, pricing, and security",India,2023-04-20,2023-04-28,62,6385089.46,50.0,4,0,needs security review,crm_export,1
51445,Nova Group,TECH,Technology,Paid search,CRM integration,Comparing vendors for crm integration after a failed warehouse rollout,Australia,2022-02-05,2022-06-06,30,15135643.22,36.3,3,0,,crm_export,1
51446,Acme Systems,HLTH,Healthcare,Webinar,Analytics platform,Needs help replacing legacy warehouse with analytics platform,UK,2021-09-25,2021-08-27,26,19920475.04,89.9,7,0,follow up next quarter,crm_export,1
51447,Summit Labs,EDU,Educaton,Website,CRM integration,Needs help replacing legacy warehouse with crm integration,Italy,2023-12-11,,92,1071549.36,57.8,4,0,,crm_export,1
51448,Summit Labs,EDU,Education,Cold email,Security audit,Asked about pricing for security audit and onboarding support,Germany,2022-01-06,2022-02-01,75,6026199.87,99.7,5,0,,crm_export,1
51449,Summit Group,MEDIA,Media,Conference,Marketing automation,Needs help replacing legacy spreadsheet with marketing automation,Australia,2025-11-01,2025-08-01,9,5696743.04,52.5,3,1,NA,crm_export,0
51450,Acme Analytics,EDU,Education,Referral,Marketing automation,Asked about pricing for marketing automation and onboarding support,Australia,2022-03-21,2022-10-22,11,20341566.17,70.3,4,0,needs security review,crm_export,0
51451,Nimbus Solutions,FIN,Finanace,LinkedIn,CRM integration,Looking for crm integration for a marketing team before Q3,Canada,2025-01-01,2025-02-24,78,95468435.38,35.4,4,0,needs security review,crm_export,1
51452,Summit Labs,TRVL,Travel,Referral,Customer data platform,Needs help replacing legacy CRM with customer data platform,France,2023-05-15,2023-07-10,38,13672940.82,69.4,4,1,,crm_export,1
51453,Summit Group,EDU,Education,Webinar,Forecasting dashboard,Wants a demo focused on reporting and integration options,Canada,2022-04-13,2022-07-21,86,4042406.66,49.2,4,1,follow up next quarter,crm_export,0
51454,Nova Analytics,MEDIA,Media,LinkedIn,Customer data platform,Needs help replacing legacy warehouse with customer data platform,India,2023-03-25,2023-09-01,85,2017662.19,55.7,3,0,follow up next quarter,crm_export,0
51455,Nova Group,HLTH,Healthcare,Website,Data warehouse,Asked about pricing for data warehouse and onboarding support,Spain,2023-01-08,2023-06-12,91,7259402.06,56.2,4,0,,crm_export,1
51456,Vertex Solutions,HLTH,Healthcare,LinkedIn,Customer data platform,Wants a demo focused on compliance and integration options,France,2025-09-08,2025-01-01,39,16169271.54,43.0,8,0,,crm_export,1
51457,BluePeak Group,EDU,Education,Cold email,Forecasting dashboard,Looking for forecasting dashboard for a data team before Q3,U.K.,2025-08-24,2025-06-25,148,8142022.17,60.4,10,0,follow up next quarter,crm_export,0
51458,Vertex Group,TECH,Technology,Cold email,Forecasting dashboard,"Procurement requested details about compliance, pricing, and security",India,2024-02-08,2024-01-07,97,74991606.8,40.9,7,1,NA,crm_export,1
51459,Summit Analytics,MFG,Manufacturing,Website,Customer data platform,Asked about pricing for customer data platform and onboarding support,Italia,2021-02-01,2021-05-26,32,20001555.73,63.0,5,1,,crm_export,0
51460,Vertex Solutions,MFG,Manufacturing,Referral,Customer data platform,"Procurement requested details about forecasting, pricing, and security",Italia,2023-07-28,2023-05-11,171,3894659.99,76.1,1,1,follow up next quarter,crm_export,0
51461,BluePeak Solutions,TRVL,Travel,Cold email,CRM integration,Asked about pricing for crm integration and onboarding support,Canada,2022-04-14,2022-06-06,279,5396453.61,64.8,5,0,NA,crm_export,1
51462,BluePeak Analytics,FIN,Finance,Cold email,Marketing automation,Wants a demo focused on forecasting and integration options,Australia,2021-04-16,2021-03-04,22,3354893.66,77.5,3,0,needs security review,crm_export,1
51463,Acme Solutions,HLTH,Healthcare,Website,Customer data platform,Needs help replacing legacy BI tool with customer data platform,France,2023-02-05,2023-02-06,1275,2870471.57,89.5,2,1,needs security review,crm_export,1
51464,BluePeak Systems,MFG,Manufacturing,NA,Security audit,Wants a demo focused on compliance and integration options,Canada,2021-07-14,2021-04-13,36,23375815.5,81.4,4,0,,crm_export,1
51465,Vertex Labs,MFG,Manufacturing,Conference,CRM integration,Wants a demo focused on lead scoring and integration options,Italy,2024-03-20,2024-12-27,31,3876161.75,59.7,5,0,NA,crm_export,0
51466,Nimbus Labs,MEDIA,Media,Partner,Forecasting dashboard,Looking for forecasting dashboard for a data team before Q2,Canada,2024-10-28,2024-03-25,42,12631128.95,37.9,6,0,,crm_export,0
51467,Nimbus Solutions,HLTH,Healthcare,Referral,CRM integration,Comparing vendors for crm integration after a failed CRM rollout,Australia,2023-11-14,2023-05-19,23,290011198.93,53.8,6,1,,crm_export,1
51468,BluePeak Analytics,EDU,Education,LinkedIn,Marketing automation,Needs help replacing legacy warehouse with marketing automation,UK,2021-06-07,2021-03-01,11,895499.26,49.8,6,0,asked about pricing,crm_export,0
51469,Summit Group,RETL,Retail,Cold email,Marketing automation,Needs help replacing legacy CRM with marketing automation,India,2024-06-10,2024-02-14,90,3816105.07,69.3,7,1,,crm_export,0
51470,Acme Systems,EDU,Education,Partner,Data warehouse,Needs help replacing legacy spreadsheet with data warehouse,France,2024-08-22,2024-06-07,99,3450095.97,26.4,5,0,,crm_export,0
51471,Nimbus Analytics,TECH,Technology,LinkedIn,CRM integration,"Procurement requested details about reporting, pricing, and security",United States,2025-07-05,2025-06-22,90,19811322.91,72.4,5,0,NA,crm_export,0
51472,BluePeak Analytics,MFG,Manufacturing,Cold email,Security audit,"Procurement requested details about forecasting, pricing, and security",Great Britain,2021-05-14,2021-07-09,13,80635210.22,91.2,4,0,NA,crm_export,0
51473,Nova Systems,MFG,Manufacturing,Paid search,Marketing automation,Looking for marketing automation for a operations team before Q3,Brazil,2021-08-27,2021-11-16,99,6932672.8,30.4,7,1,follow up next quarter,crm_export,0
51474,Vertex Analytics,EDU,Education,NA,Marketing automation,Comparing vendors for marketing automation after a failed BI tool rollout,Germany,2025-05-21,2025-01-14,56,290240.5,57.1,2,1,,crm_export,0
51475,Nimbus Analytics,MFG,Manufacturing,Website,Customer data platform,Wants a demo focused on reporting and integration options,Germany,2025-08-21,2025-06-01,191,698696.86,36.5,6,0,,crm_export,0
51476,Acme Group,TECH,Technology,Partner,Customer data platform,Asked about pricing for customer data platform and onboarding support,Brazil,2024-11-08,2024-10-23,32,16926614.52,43.9,4,0,asked about pricing,crm_export,1
51477,Nimbus Systems,HLTH,Healthcare,Webinar,CRM integration,"Procurement requested details about forecasting, pricing, and security",United States of America,2025-09-16,2025-06-02,150,24549270.15,39.0,6,0,asked about pricing,crm_export,0
51478,BluePeak Systems,RETL,Retail,Conference,Marketing automation,Comparing vendors for marketing automation after a failed spreadsheet rollout,India,2023-01-18,2023-06-21,87,103476683.54,68.5,5,0,NA,crm_export,1
51479,Nova Systems,HLTH,Healthcare,Website,Forecasting dashboard,Wants a demo focused on forecasting and integration options,Germany,2025-04-09,2025-01-24,21,3473990.78,62.6,4,1,NA,crm_export,1
51480,BluePeak Systems,MFG,Manufacturing,Referral,Analytics platform,Wants a demo focused on reporting and integration options,Italy,2023-09-05,2023-09-03,8,68613030.12,58.0,4,0,,crm_export,0
51481,Nova Group,RETL,Retail,Website,Data warehouse,Wants a demo focused on forecasting and integration options,Spain,2023-03-28,2023-05-02,37,1713712.24,100.0,5,0,follow up next quarter,crm_export,1
51482,Acme Solutions,EDU,Education,Webinar,Customer data platform,"Procurement requested details about lead scoring, pricing, and security",India,2022-11-18,2022-07-27,145,3679283.79,63.9,8,0,,crm_export,1
51483,Summit Solutions,EDU,Education,,Analytics platform,Wants a demo focused on lead scoring and integration options,Spain,2024-06-16,2024-02-03,43,6141739.49,65.7,4,0,,crm_export,1
51484,Acme Labs,RETL,Retail,Conference,Data warehouse,Comparing vendors for data warehouse after a failed CRM rollout,Deutschland,2025-11-02,2025-07-28,147,7333561.57,36.4,3,0,follow up next quarter,crm_export,0
51485,Nova Systems,MFG,Manufacturing,Conference,Forecasting dashboard,Asked about pricing for forecasting dashboard and onboarding support,Espana,2021-10-19,2021-07-20,50,1464849.57,100.0,4,0,,crm_export,1
51486,Vertex Labs,EDU,Education,Paid search,Forecasting dashboard,Looking for forecasting dashboard for a sales team before Q3,U.K.,2024-02-25,2024-05-06,39,21012477.32,18.4,4,0,,crm_export,0
51487,Nova Analytics,MEDIA,Media,NA,Security audit,Comparing vendors for security audit after a failed warehouse rollout,Spain,2025-07-18,2025-01-01,250,,69.3,3,0,needs security review,crm_export,0
51488,Nova Group,TECH,,,Analytics platform,Looking for analytics platform for a sales team before Q3,Brasil,2023-10-26,2023-04-13,293,7416655.73,76.0,5,0,,crm_export,1
51489,BluePeak Systems,EDU,Education,LinkedIn,Analytics platform,Wants a demo focused on forecasting and integration options,Brasil,2021-06-08,2021-10-15,24,7617133.96,78.9,3,0,NA,crm_export,0
51490,BluePeak Systems,MFG,Manufactring,Website,Security audit,Comparing vendors for security audit after a failed BI tool rollout,U.S.,2024-05-13,2024-01-16,65,4466480.34,57.5,5,0,NA,crm_export,0
51491,Acme Systems,EDU,Education,Website,Data warehouse,"Procurement requested details about compliance, pricing, and security",Germany,NA,2022-04-26,168,2594392.06,45.4,10,0,NA,crm_export,0
51492,Nimbus Labs,EDU,Education,NA,Data warehouse,Comparing vendors for data warehouse after a failed CRM rollout,India,2023-01-08,2023-08-17,153,31171045.31,51.1,5,0,NA,crm_export,0
51493,Summit Group,TECH,Technology,Referral,Security audit,Looking for security audit for a sales team before Q1,France,2021-10-27,2021-08-12,128,1427178.26,67.7,4,0,,crm_export,1
51494,Nimbus Group,TRVL,Travel,LinkedIn,Data warehouse,"Procurement requested details about reporting, pricing, and security",Canada,2023-01-13,2023-07-07,14,1726186.1,70.2,0,0,asked about pricing,crm_export,1
51495,Summit Labs,HLTH,Healthcare,Referral,Data warehouse,"Procurement requested details about lead scoring, pricing, and security",USA,2023-03-06,2023-11-14,30,5285900.78,69.8,1,0,follow up next quarter,crm_export,0
51496,Nova Group,MFG,Manufacturing,Referral,Data warehouse,Asked about pricing for data warehouse and onboarding support,Spain,2025-01-19,2025-06-27,35,1736735.58,75.0,3,1,needs security review,crm_export,1
51497,Acme Systems,EDU,Education,Cold email,CRM integration,Looking for crm integration for a operations team before Q1,Deutschland,2023-01-25,NA,65,22393998.61,82.6,5,1,NA,crm_export,1
51498,Nova Group,TECH,Technology,NA,Security audit,Comparing vendors for security audit after a failed CRM rollout,Brazil,2025-05-02,2025-11-25,285,7458070.79,58.5,2,0,follow up next quarter,crm_export,0
51499,Nova Labs,EDU,Educaton,LinkedIn,Forecasting dashboard,Comparing vendors for forecasting dashboard after a failed CRM rollout,Italy,2023-08-22,2023-01-15,84,,54.1,4,0,,crm_export,1
51500,Summit Systems,HLTH,Healthcare,Referral,Analytics platform,Needs help replacing legacy warehouse with analytics platform,France,2023-07-27,2023-12-15,54,1101206.38,20.8,7,0,,crm_export,1
51501,Acme Analytics,TECH,Technology,Website,Analytics platform,"Procurement requested details about compliance, pricing, and security",U.K.,2021-05-03,2021-02-28,96,45759318.14,44.2,9,0,follow up next quarter,crm_export,1
51502,Summit Labs,MEDIA,Media,Referral,Forecasting dashboard,Comparing vendors for forecasting dashboard after a failed BI tool rollout,Deutschland,2021-10-10,2021-06-16,29,9554309.22,76.1,4,1,,crm_export,0
51503,BluePeak Group,MEDIA,Meda,Referral,CRM integration,Wants a demo focused on forecasting and integration options,India,2024-05-25,2024-04-10,197,6405104.44,47.5,4,0,,crm_export,0
51504,BluePeak Analytics,HLTH,Healthcare,Paid search,Customer data platform,"Procurement requested details about lead scoring, pricing, and security",France,2022-04-23,2022-05-05,226,7017753.66,49.8,6,0,,crm_export,1
51505,Nimbus Labs,EDU,Education,LinkedIn,Marketing automation,Needs help replacing legacy spreadsheet with marketing automation,Brasil,2021-09-01,2021-01-14,199,13314346.51,56.6,9,0,needs security review,crm_export,1
51506,Nova Group,TECH,Technlogy,Referral,Analytics platform,Comparing vendors for analytics platform after a failed BI tool rollout,France,2021-03-19,2021-08-09,126,3583918.04,82.3,6,1,NA,crm_export,1
51507,Nova Systems,RETL,Retail,Cold email,Forecasting dashboard,Looking for forecasting dashboard for a data team before Q1,India,2022-05-14,2022-10-11,7,6817264.4,72.1,8,1,needs security review,crm_export,1
51508,Vertex Analytics,EDU,Educaton,Conference,CRM integration,Looking for crm integration for a finance team before Q4,Espana,2022-03-25,2022-11-23,34,7286341.26,63.5,7,0,,crm_export,1
51509,Acme Solutions,MEDIA,Media,,Customer data platform,Comparing vendors for customer data platform after a failed BI tool rollout,France,2023-08-04,,30,5319557.92,51.2,2,1,NA,crm_export,0
51510,Acme Systems,EDU,Education,Website,Marketing automation,Needs help replacing legacy BI tool with marketing automation,Italy,2025-10-06,2025-07-19,264,1119819.29,43.7,5,1,follow up next quarter,crm_export,1
51511,Summit Systems,MEDIA,Media,Referral,Data warehouse,Wants a demo focused on reporting and integration options,France,2021-12-05,2021-04-03,136,23118699.97,41.3,3,0,,crm_export,0
51512,Summit Solutions,HLTH,Healthcare,Conference,Customer data platform,"Procurement requested details about lead scoring, pricing, and security",Deutschland,2022-10-23,2022-10-20,20,7404300.9,13.4,5,0,,crm_export,0
51513,BluePeak Labs,EDU,Education,Partner,Forecasting dashboard,"Procurement requested details about forecasting, pricing, and security",Canada,2022-02-24,2022-04-04,27,3677064.41,79.6,8,0,,crm_export,0
51514,Nimbus Systems,TRVL,Travel,Website,Analytics platform,Wants a demo focused on compliance and integration options,Great Britain,2022-03-02,NA,224,1867884.07,52.2,7,0,asked about pricing,crm_export,0
51515,Vertex Labs,MEDIA,Media,Referral,Security audit,Comparing vendors for security audit after a failed CRM rollout,Australia,2024-12-11,2024-05-10,87,59665097.13,78.1,8,0,NA,crm_export,1
51516,Acme Group,TRVL,Travel,Partner,Security audit,Wants a demo focused on reporting and integration options,India,2022-10-23,2022-07-07,25,3586921.63,70.5,11,0,asked about pricing,crm_export,0
51517,Summit Analytics,RETL,Retail,Referral,CRM integration,Wants a demo focused on lead scoring and integration options,India,2023-02-05,2023-02-27,47,51338070.89,38.0,10,0,,crm_export,1
51518,Acme Analytics,EDU,Education,Paid search,Security audit,Wants a demo focused on reporting and integration options,Australia,2024-12-03,2024-01-27,110,12057538.16,52.8,10,0,,crm_export,1
51519,Vertex Labs,FIN,Finance,Partner,Security audit,Asked about pricing for security audit and onboarding support,Italy,2023-08-20,2023-07-17,117,6800287.46,100.0,4,0,,crm_export,0
51520,Summit Analytics,EDU,Education,Website,CRM integration,"Procurement requested details about lead scoring, pricing, and security",United Kingdom,2023-06-06,2023-04-11,77,3821341.04,17.1,7,0,needs security review,crm_export,0
51521,Nimbus Group,MEDIA,Media,Referral,Forecasting dashboard,Asked about pricing for forecasting dashboard and onboarding support,Spain,2024-07-17,2024-11-02,45,7162605.31,82.3,4,0,,crm_export,1
51522,Nova Labs,HLTH,Healthcare,Paid search,Data warehouse,Wants a demo focused on compliance and integration options,USA,2025-01-09,2025-01-13,30,4578421.94,NA,5,0,NA,crm_export,1
51523,Vertex Labs,FIN,Finanace,LinkedIn,Security audit,Needs help replacing legacy spreadsheet with security audit,France,2023-04-21,2023-06-05,16,5412655.09,40.1,4,0,,crm_export,1
51524,Acme Labs,MEDIA,Media,Referral,CRM integration,Needs help replacing legacy CRM with crm integration,U.S.,2021-01-24,2021-09-24,170,5078952.16,53.9,5,1,,crm_export,1
51525,Nimbus Systems,MEDIA,Media,Referral,Security audit,Needs help replacing legacy CRM with security audit,Great Britain,NA,2022-08-04,56,2922949.34,63.8,2,1,,crm_export,1
51526,Acme Labs,FIN,Finance,Conference,Customer data platform,"Procurement requested details about reporting, pricing, and security",Canada,2024-01-04,2024-01-05,32,66087752.37,97.0,7,0,follow up next quarter,crm_export,1
51527,Nova Group,MEDIA,Media,,Customer data platform,Comparing vendors for customer data platform after a failed spreadsheet rollout,India,2021-03-06,2021-06-21,48,31995221.82,60.4,3,0,,crm_export,1
51528,Vertex Analytics,MEDIA,Media,NA,Data warehouse,Asked about pricing for data warehouse and onboarding support,Canada,2021-07-12,,24,3811529.98,64.0,1,0,,crm_export,0
51529,Vertex Analytics,MEDIA,Media,Conference,CRM integration,"Procurement requested details about compliance, pricing, and security",Canada,2025-05-19,,107,14636941.8,72.9,4,0,needs security review,crm_export,0
51530,Summit Analytics,TECH,Technology,Referral,CRM integration,Looking for crm integration for a marketing team before Q2,USA,2023-01-12,2023-05-05,117,1518598.57,43.9,5,0,follow up next quarter,crm_export,0
51531,Nimbus Analytics,MFG,Manufacturing,Conference,Data warehouse,Asked about pricing for data warehouse and onboarding support,Canada,2023-07-16,2023-01-14,19,4823172.14,54.0,3,1,needs security review,crm_export,1
51532,Nova Labs,HLTH,Healthcare,Paid search,Security audit,Looking for security audit for a finance team before Q4,India,2024-04-22,2024-01-14,144,49748202.82,87.4,5,1,,crm_export,1
51533,Nimbus Group,MFG,Manufacturing,Website,CRM integration,"Procurement requested details about compliance, pricing, and security",France,2021-05-07,2021-03-25,153,22697952.56,74.3,6,0,asked about pricing,crm_export,1
51534,BluePeak Solutions,MEDIA,Media,Website,Analytics platform,Needs help replacing legacy CRM with analytics platform,Australia,2024-05-08,2024-03-21,73,1642690.77,92.1,3,0,,crm_export,1
51535,BluePeak Group,RETL,Retail,Paid search,Forecasting dashboard,Comparing vendors for forecasting dashboard after a failed spreadsheet rollout,India,2024-05-09,2024-12-13,100,8579986.38,73.5,3,0,,crm_export,1
51536,BluePeak Systems,MEDIA,Media,Webinar,Marketing automation,Comparing vendors for marketing automation after a failed BI tool rollout,Deutschland,2023-12-09,2023-03-25,91,23655671.54,55.3,5,0,,crm_export,0
51537,Nova Group,HLTH,Healthcare,Cold email,Forecasting dashboard,"Procurement requested details about forecasting, pricing, and security",Brasil,2022-04-23,2022-07-07,29,13492648.91,74.8,8,0,,crm_export,0
51538,Nimbus Solutions,TRVL,Travel,Partner,Marketing automation,Asked about pricing for marketing automation and onboarding support,United States of America,2025-10-11,2025-05-26,82,20210035.83,65.7,4,1,needs security review,crm_export,1
51539,Acme Analytics,HLTH,Healthcare,Cold email,CRM integration,Needs help replacing legacy BI tool with crm integration,United States of America,2021-07-18,2021-06-27,16,,60.4,3,0,,crm_export,1
51540,Acme Labs,TRVL,Travel,Paid search,CRM integration,Asked about pricing for crm integration and onboarding support,India,2025-11-22,,239,3495877.97,47.4,5,0,asked about pricing,crm_export,0
51541,Nimbus Systems,TRVL,Travel,LinkedIn,Analytics platform,Needs help replacing legacy spreadsheet with analytics platform,Italy,2025-04-17,2025-07-24,17,18418457.38,35.5,3,0,,crm_export,1
51542,BluePeak Systems,FIN,Finance,Referral,Analytics platform,"Procurement requested details about reporting, pricing, and security",France,2024-11-20,2024-06-07,175,4495628.01,55.3,7,0,,crm_export,0
51543,Vertex Labs,FIN,Finanace,Conference,CRM integration,Looking for crm integration for a operations team before Q3,Australia,2024-04-11,2024-03-22,59,,65.3,6,0,NA,crm_export,1
51544,BluePeak Analytics,HLTH,Healthcare,Partner,Analytics platform,Asked about pricing for analytics platform and onboarding support,Canada,2021-03-24,2021-11-25,85,24168295.92,56.1,4,0,,crm_export,1
51545,BluePeak Group,TECH,Technology,Referral,Customer data platform,Looking for customer data platform for a operations team before Q2,Great Britain,2025-12-04,2025-10-22,4,5351357.6,73.6,6,0,asked about pricing,crm_export,0
51546,Nova Systems,TECH,Technology,Referral,Marketing automation,Needs help replacing legacy BI tool with marketing automation,UK,2025-06-06,2025-06-08,197,2889485.16,37.8,9,0,,crm_export,0
51547,BluePeak Group,FIN,Finanace,Webinar,CRM integration,Asked about pricing for crm integration and onboarding support,Brasil,2021-09-25,2021-03-05,126,3896343.8,58.5,6,0,,crm_export,1
51548,Nimbus Labs,MFG,Manufacturing,Paid search,Marketing automation,Looking for marketing automation for a operations team before Q2,United States of America,2024-10-16,2024-05-04,23,14543229.49,46.3,5,1,needs security review,crm_export,0
51549,Nimbus Analytics,FIN,Finance,,Forecasting dashboard,Wants a demo focused on compliance and integration options,Espana,2021-11-27,2021-02-08,12,17606608.35,70.5,4,0,asked about pricing,crm_export,0
51550,Vertex Analytics,RETL,Retail,Partner,Marketing automation,Asked about pricing for marketing automation and onboarding support,United States of America,2022-06-08,2022-08-06,78,11432377.99,38.2,6,0,asked about pricing,crm_export,1
51551,Nimbus Solutions,RETL,Retial,,Forecasting dashboard,Comparing vendors for forecasting dashboard after a failed BI tool rollout,Canada,2021-08-27,2021-02-16,56,1917230.34,22.3,10,0,,crm_export,0
51552,Summit Systems,EDU,Education,Website,Marketing automation,Looking for marketing automation for a marketing team before Q3,Brasil,2025-07-20,NA,45,56248792.25,58.4,6,0,,crm_export,1
51553,Nimbus Solutions,HLTH,Healtcare,,Forecasting dashboard,Wants a demo focused on lead scoring and integration options,U.S.,2022-11-14,2022-02-17,45,3209005.72,49.2,6,0,,crm_export,1
51554,BluePeak Systems,MFG,Manufacturing,Webinar,CRM integration,Comparing vendors for crm integration after a failed warehouse rollout,United Kingdom,2024-11-09,2024-07-14,372,2459445.58,45.2,1,1,,crm_export,0
51555,Summit Group,HLTH,Healthcare,Webinar,Forecasting dashboard,Needs help replacing legacy spreadsheet with forecasting dashboard,Australia,2023-12-02,2023-12-22,114,14164252.55,96.1,7,0,asked about pricing,crm_export,1
51556,BluePeak Solutions,MEDIA,Media,Cold email,Analytics platform,Asked about pricing for analytics platform and onboarding support,Brazil,2022-06-11,2022-03-06,35,804715.41,41.8,5,0,,crm_export,0
51557,Nova Solutions,EDU,Education,LinkedIn,Data warehouse,"Procurement requested details about reporting, pricing, and security",Italy,2021-07-02,2021-03-28,179,943514.3,64.7,5,0,,crm_export,0
51558,Nimbus Systems,RETL,Retail,Referral,Analytics platform,Looking for analytics platform for a data team before Q3,USA,2021-03-19,2021-09-20,24,1948467.34,57.1,7,0,,crm_export,1
51559,BluePeak Solutions,TECH,Technology,Paid search,Security audit,Comparing vendors for security audit after a failed spreadsheet rollout,Italy,2021-01-24,2021-11-10,48,6877398.36,57.5,7,0,,crm_export,1
51560,Nova Systems,RETL,,LinkedIn,Customer data platform,Needs help replacing legacy warehouse with customer data platform,Germany,2023-11-10,2023-01-22,54,,61.3,5,0,needs security review,crm_export,1
51561,Nova Solutions,EDU,Education,LinkedIn,Security audit,Comparing vendors for security audit after a failed spreadsheet rollout,Australia,2024-03-08,2024-06-10,137,3370824.81,53.7,2,1,,crm_export,1
51562,Summit Group,HLTH,Healthcare,Cold email,Analytics platform,"Procurement requested details about compliance, pricing, and security",Brasil,2022-08-16,2022-03-03,155,2381103.36,82.5,5,1,needs security review,crm_export,1
51563,Nimbus Labs,TRVL,Travel,Referral,Marketing automation,Wants a demo focused on reporting and integration options,Canada,2024-12-26,2024-10-01,167,908834.91,51.7,5,0,NA,crm_export,0
51564,Vertex Labs,FIN,Finance,Webinar,Data warehouse,Wants a demo focused on compliance and integration options,Spain,2025-09-12,2025-03-19,51,8150725.63,81.4,5,0,,crm_export,1
51565,Summit Systems,RETL,Retail,Website,Security audit,Needs help replacing legacy BI tool with security audit,UK,2025-10-23,2025-02-22,55,3239817.68,64.4,5,0,asked about pricing,crm_export,0
51566,Nimbus Solutions,TRVL,Travel,Cold email,Analytics platform,Needs help replacing legacy CRM with analytics platform,UK,2025-03-02,2025-03-20,140,20867210.46,40.5,13,1,follow up next quarter,crm_export,1
51567,Nova Analytics,MEDIA,Meda,Paid search,Data warehouse,Wants a demo focused on lead scoring and integration options,Espana,2021-02-15,,766,5966036.66,31.3,10,1,follow up next quarter,crm_export,1
51568,Vertex Labs,EDU,Education,,Marketing automation,"Procurement requested details about lead scoring, pricing, and security",Australia,2025-03-19,2025-09-10,118,3273395.32,35.2,6,0,follow up next quarter,crm_export,0
51569,BluePeak Solutions,FIN,Finance,NA,Analytics platform,Looking for analytics platform for a marketing team before Q4,India,2022-03-02,NA,36,10824352.44,54.2,7,0,,crm_export,1
51570,Summit Solutions,RETL,Retail,Webinar,Data warehouse,Looking for data warehouse for a finance team before Q1,USA,2022-02-24,2022-01-01,99,1359613.71,33.9,6,0,needs security review,crm_export,0
51571,Summit Group,MFG,Manufactring,Conference,Forecasting dashboard,"Procurement requested details about forecasting, pricing, and security",Italy,2024-06-20,2024-06-07,15,6644735.04,33.7,5,0,NA,crm_export,0
51572,Vertex Labs,TECH,Technology,Paid search,CRM integration,Comparing vendors for crm integration after a failed spreadsheet rollout,Spain,2023-07-06,2023-10-20,83,53199520.63,48.8,2,0,,crm_export,1
51573,Summit Labs,MEDIA,Media,Cold email,CRM integration,"Procurement requested details about forecasting, pricing, and security",Germany,2021-08-14,2021-02-25,31,54125382.42,46.6,6,0,NA,crm_export,0
51574,Summit Solutions,TECH,Technology,Paid search,Security audit,"Procurement requested details about compliance, pricing, and security",India,2024-10-21,2024-05-14,59,20580775.3,49.9,4,0,,crm_export,0
51575,Nimbus Systems,TRVL,Travel,Cold email,Forecasting dashboard,Asked about pricing for forecasting dashboard and onboarding support,Brasil,2023-03-15,2023-11-22,43,515153.32,67.8,3,0,NA,crm_export,0
51576,Acme Group,FIN,Finance,Website,Marketing automation,Asked about pricing for marketing automation and onboarding support,U.S.,2023-09-18,2023-11-15,170,1601006.42,64.8,6,0,asked about pricing,crm_export,0
51577,Nova Analytics,EDU,Education,LinkedIn,Security audit,"Procurement requested details about reporting, pricing, and security",UK,2024-02-26,2024-05-22,222,13526159.96,67.3,4,1,NA,crm_export,1
51578,Acme Analytics,MFG,Manufacturing,Paid search,Security audit,Looking for security audit for a data team before Q2,Brazil,2021-02-18,2021-12-13,148,4732021.11,40.8,6,0,asked about pricing,crm_export,1
51579,BluePeak Group,RETL,Retail,LinkedIn,Data warehouse,Needs help replacing legacy warehouse with data warehouse,France,2021-10-07,2021-12-01,26,4650967.91,88.9,6,0,,crm_export,1
51580,Vertex Solutions,RETL,Retail,Referral,CRM integration,Asked about pricing for crm integration and onboarding support,Australia,2024-02-26,2024-01-28,30,8500343.03,77.7,3,1,,crm_export,1
51581,Vertex Solutions,HLTH,Healthcare,Referral,Data warehouse,Looking for data warehouse for a finance team before Q2,Italy,2024-03-08,2024-09-24,37,7489441.89,28.5,3,0,,crm_export,0
51582,Nimbus Group,TRVL,Trave,Cold email,CRM integration,Looking for crm integration for a finance team before Q2,U.S.,2021-10-13,2021-12-21,62,1626851.5,54.9,7,0,NA,crm_export,0
